Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Florida,2021,16,2021-04-24,4671,4382,62,934,137,127,60,193,53,69,313,933,283,379,340,,,,,,,,,,,,,,,
Florida,2021,17,2021-05-01,4336,4097,38,862,117,118,49,196,59,77,288,846,277,323,297,,,,,,,,,,,,,,,
Florida,2021,18,2021-05-08,3984,3802,48,812,116,131,45,172,51,48,288,773,271,293,262,,,,,,,,,,,,,,,
Florida,2021,19,2021-05-15,2989,2877,23,635,87,88,34,136,40,32,226,592,204,210,191,,,,,,,,,,,,,,,
Georgia,2020,1,2020-01-04,1802,1657,41,337,61,83,61,100,44,41,23,401,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,2,2020-01-11,1806,1664,39,343,44,109,44,118,51,41,20,399,74,0,0,,,,,,,,,,,,,,,
Georgia,2020,3,2020-01-18,1745,1610,38,318,54,95,39,106,40,46,27,389,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,4,2020-01-25,1829,1695,35,368,51,99,55,115,40,52,20,397,77,0,0,,,,,,,,,,,,,,,
Georgia,2020,5,2020-02-01,1796,1672,29,357,56,75,34,108,39,47,25,411,100,0,0,,,,,,,,,,,,,,,
Georgia,2020,6,2020-02-08,1781,1627,29,351,56,81,45,96,31,39,23,419,104,0,0,,,,,,,,,,,,,,,
Georgia,2020,7,2020-02-15,1759,1598,39,323,50,85,34,99,46,48,21,414,89,0,0,,,,,,,,,,,,,,,
Georgia,2020,8,2020-02-22,1746,1601,37,335,49,90,50,107,41,37,22,398,86,0,0,,,,,,,,,,,,,,,
Georgia,2020,9,2020-02-29,1858,1707,37,387,63,80,29,100,57,43,26,400,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,10,2020-03-07,1754,1594,43,325,43,82,37,80,35,37,27,432,97,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Georgia,2020,11,2020-03-14,1784,1632,29,326,52,88,39,103,45,27,43,393,90,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Georgia,2020,12,2020-03-21,1775,1626,34,377,47,69,40,100,41,47,15,369,90,42,40,,,,,,,,,,,,,,,
Georgia,2020,13,2020-03-28,1880,1734,39,375,54,81,40,98,57,46,26,368,114,98,94,,,,,,,,,,,,,,,
Georgia,2020,14,2020-04-04,2032,1864,40,361,52,108,43,111,49,37,22,358,94,220,211,,,,,,,,,,,,,,,
Georgia,2020,15,2020-04-11,2041,1882,45,329,62,109,44,106,44,37,23,416,84,216,204,,,,,,,,,,,,,,,
Georgia,2020,16,2020-04-18,2030,1896,33,309,61,101,36,86,36,65,24,417,109,267,249,,,,,,,,,,,,,,,
Georgia,2020,17,2020-04-25,2040,1879,35,335,60,131,28,93,42,28,29,374,101,260,236,,,,,,,,,,,,,,,
Georgia,2020,18,2020-05-02,1973,1838,38,324,43,102,26,101,42,37,21,395,82,274,254,,,,,,,,,,,,,,,
Georgia,2020,19,2020-05-09,1985,1818,37,332,59,105,34,90,53,38,35,394,74,207,183,,,,,,,,,,,,,,,
Georgia,2020,20,2020-05-16,1960,1806,35,366,61,107,23,98,40,37,21,387,87,197,172,,,,,,,,,,,,,,,
Georgia,2020,21,2020-05-23,1911,1733,30,345,44,106,20,84,45,39,25,398,94,155,143,,,,,,,,,,,,,,,
Georgia,2020,22,2020-05-30,1782,1628,31,302,52,93,19,101,48,40,24,358,91,144,123,,,,,,,,,,,,,,,
Georgia,2020,23,2020-06-06,1778,1606,30,342,37,89,24,77,46,38,22,368,72,120,103,,,,,,,,,,,,,,,
Georgia,2020,24,2020-06-13,1742,1577,22,331,37,74,32,82,33,41,26,369,78,119,105,,,,,,,,,,,,,,,
Georgia,2020,25,2020-06-20,1777,1615,44,332,53,81,27,84,45,49,35,378,73,94,78,,,,,,,,,,,,,,,
Georgia,2020,26,2020-06-27,1821,1653,37,347,45,84,23,89,52,46,20,363,80,129,116,,,,,,,,,,,,,,,
Georgia,2020,27,2020-07-04,1878,1721,31,320,64,95,11,74,34,52,25,425,86,149,127,,,,,,,,,,,,,,,
Georgia,2020,28,2020-07-11,1982,1804,39,329,56,88,19,90,50,38,22,443,73,223,199,,,,,,,,,,,,,,,
Georgia,2020,29,2020-07-18,2175,1978,30,381,60,101,25,81,37,35,33,419,89,296,265,,,,,,,,,,,,,,,
Georgia,2020,30,2020-07-25,2176,1993,33,342,44,95,33,78,45,34,25,414,104,376,347,,,,,,,,,,,,,,,
Georgia,2020,31,2020-08-01,2191,2017,30,341,54,96,27,102,38,32,36,406,94,418,385,,,,,,,,,,,,,,,
Georgia,2020,32,2020-08-08,2191,2015,38,322,60,93,33,87,39,43,20,373,86,471,424,,,,,,,,,,,,,,,
Georgia,2020,33,2020-08-15,2243,2080,37,352,60,99,27,90,48,42,32,436,76,426,405,,,,,,,,,,,,,,,
Georgia,2020,34,2020-08-22,2245,2074,27,354,62,79,23,94,45,43,24,429,110,413,379,,,,,,,,,,,,,,,
Georgia,2020,35,2020-08-29,2129,1965,36,348,54,88,30,73,44,45,32,397,89,341,321,,,,,,,,,,,,,,,
Georgia,2020,36,2020-09-05,2041,1854,37,342,61,94,28,95,36,32,25,353,84,261,245,,,,,,,,,,,,,,,
Georgia,2020,37,2020-09-12,2072,1875,39,335,55,80,28,90,30,47,27,405,97,261,241,,,,,,,,,,,,,,,
Georgia,2020,38,2020-09-19,1924,1788,29,348,51,76,22,79,43,34,29,380,102,225,199,,,,,,,,,,,,,,,
Georgia,2020,39,2020-09-26,1995,1826,27,368,59,97,27,77,47,30,20,412,99,218,198,,,,,,,,,,,,,,,
Georgia,2020,40,2020-10-03,1924,1775,36,314,45,84,27,79,40,45,31,439,99,167,149,,,,,,,,,,,,,,,
Georgia,2020,41,2020-10-10,1883,1737,50,351,66,95,17,69,52,35,21,400,74,165,148,,,,,,,,,,,,,,,
Georgia,2020,42,2020-10-17,1916,1738,44,308,51,102,33,86,40,48,25,415,88,151,139,,,,,,,,,,,,,,,
Georgia,2020,43,2020-10-24,1951,1797,31,351,51,100,22,101,46,42,22,410,98,173,158,,,,,,,,,,,,,,,
Georgia,2020,44,2020-10-31,1942,1786,42,316,47,73,28,78,47,40,15,418,98,202,188,,,,,,,,,,,,,,,
Georgia,2020,45,2020-11-07,2014,1845,41,335,62,75,22,105,56,38,26,404,100,215,201,,,,,,,,,,,,,,,
Georgia,2020,46,2020-11-14,2047,1866,41,357,71,94,22,68,48,46,31,405,82,233,219,,,,,,,,,,,,,,,
Georgia,2020,47,2020-11-21,1971,1803,48,340,53,84,17,87,38,29,26,424,90,220,206,,,,,,,,,,,,,,,
Georgia,2020,48,2020-11-28,2062,1898,34,355,51,101,21,85,45,62,23,422,81,251,225,,,,,,,,,,,,,,,
Georgia,2020,49,2020-12-05,2164,2018,37,353,65,96,25,97,49,39,25,459,101,290,260,,,,,,,,,,,,,,,
Georgia,2020,50,2020-12-12,2227,2088,50,399,49,90,27,98,58,42,37,418,107,339,302,,,,,,,,,,,,,,,
Georgia,2020,51,2020-12-19,2408,2245,44,388,68,114,31,98,45,34,25,482,106,381,342,,,,,,,,,,,,,,,
Georgia,2020,52,2020-12-26,2363,2201,34,333,57,99,38,78,63,42,25,441,108,494,461,,,,,,,,,,,,,,,
Georgia,2020,53,2021-01-02,2708,2525,41,338,54,117,43,107,64,43,34,487,131,678,627,,,,,,,,,,,,,,,
Georgia,2021,1,2021-01-09,2843,2697,36,370,77,121,23,93,58,44,26,492,94,825,779,,,,,,,,,,,,,,,
Georgia,2021,2,2021-01-16,3045,2887,41,362,75,128,38,106,42,63,31,509,112,973,908,,,,,,,,,,,,,,,
Georgia,2021,3,2021-01-23,2920,2787,49,338,69,100,30,104,51,51,28,524,122,922,862,,,,,,,,,,,,,,,
Georgia,2021,4,2021-01-30,2721,2565,46,347,78,93,34,90,73,54,33,422,100,867,795,,,,,,,,,,,,,,,
Georgia,2021,5,2021-02-06,2672,2503,41,333,49,101,26,98,64,52,31,476,125,714,662,,,,,,,,,,,,,,,
Georgia,2021,6,2021-02-13,2328,2183,39,363,49,87,32,87,52,35,51,431,117,475,442,,,,,,,,,,,,,,,
Georgia,2021,7,2021-02-20,2230,2073,30,362,51,92,42,89,33,52,30,421,88,401,360,,,,,,,,,,,,,,,
Georgia,2021,8,2021-02-27,2046,1908,39,330,61,80,33,73,48,49,20,413,94,308,272,,,,,,,,,,,,,,,
Georgia,2021,9,2021-03-06,1872,1733,23,337,62,71,17,85,40,36,32,363,87,250,223,,,,,,,,,,,,,,,
Georgia,2021,10,2021-03-13,1912,1762,43,337,54,71,25,79,42,37,37,393,102,179,146,,,,,,,,,,,,,,,
Georgia,2021,11,2021-03-20,1832,1698,38,326,57,87,27,87,35,26,33,396,90,166,139,,,,,,,,,,,,,,,
Georgia,2021,12,2021-03-27,1781,1649,36,334,53,77,25,90,35,34,28,404,87,115,99,,,,,,,,,,,,,,,
Georgia,2021,13,2021-04-03,1644,1525,21,318,48,72,21,92,37,36,35,337,80,130,114,,,,,,,,,,,,,,,
Georgia,2021,14,2021-04-10,1776,1683,23,369,61,93,29,80,28,40,41,354,111,118,103,,,,,,,,,,,,,,,
Georgia,2021,15,2021-04-17,1656,1563,26,346,31,65,20,85,53,35,43,347,86,116,89,,,,,,,,,,,,,,,
Georgia,2021,16,2021-04-24,1594,1512,34,332,44,64,15,93,39,29,35,325,82,104,83,,,,,,,,,,,,,,,
Georgia,2021,17,2021-05-01,1380,1310,26,275,31,71,,65,31,37,32,291,78,86,72,,,,,,,Suppressed (counts 1-9),,,,,,,,
Georgia,2021,18,2021-05-08,1085,1044,23,229,25,47,11,50,25,26,19,246,59,64,53,,,,,,,,,,,,,,,
Georgia,2021,19,2021-05-15,670,637,11,120,18,26,,50,26,27,16,140,43,28,26,,,,,,,Suppressed (counts 1-9),,,,,,,,
Hawaii,2020,1,2020-01-04,241,221,,33,,,12,10,,,,67,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,2,2020-01-11,242,221,,40,,,,,,,,54,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,3,2020-01-18,215,200,,39,10,12,,,,,,44,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,4,2020-01-25,242,224,,42,10,12,,10,,,,58,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,5,2020-02-01,242,226,,41,,,,,,,,71,23,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,6,2020-02-08,236,217,,45,,,,,,,0,57,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,7,2020-02-15,281,257,,54,13,,12,10,,,,58,14,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,8,2020-02-22,250,230,,43,,,,11,,,,72,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,9,2020-02-29,238,217,,48,,,,,,,,63,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,10,2020-03-07,239,217,,49,,12,,,,,,63,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,11,2020-03-14,243,229,,52,,18,,,,,,57,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,12,2020-03-21,212,191,,42,,11,,13,,,,40,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,13,2020-03-28,235,216,,62,,11,11,11,,,0,53,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,14,2020-04-04,235,215,,47,,12,,10,,,,55,18,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,15,2020-04-11,221,218,,60,,12,,,,,,45,17,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,16,2020-04-18,211,193,0,52,,13,,,,,,38,26,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,17,2020-04-25,200,187,,52,,,,,,,,37,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,18,2020-05-02,223,200,,49,,13,,,,,,42,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,19,2020-05-09,210,183,,46,,,,10,,,,36,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,20,2020-05-16,230,212,,55,,10,,,,,0,38,24,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,21,2020-05-23,210,194,,35,,11,,12,,,,53,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,22,2020-05-30,200,188,,52,,10,,,,,,45,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,23,2020-06-06,217,200,,48,,13,,,,,,59,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,24,2020-06-13,203,184,,40,,,,,,,,46,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,25,2020-06-20,245,226,,49,,13,,12,,,,44,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,26,2020-06-27,236,224,,57,,17,,,,,,50,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,27,2020-07-04,207,183,0,49,,10,0,,,,,38,15,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,28,2020-07-11,239,220,,53,,10,,,,,,56,26,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),
Hawaii,2020,29,2020-07-18,227,211,,62,,15,,,,,,39,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,30,2020-07-25,219,204,,46,,,,,,,,52,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,31,2020-08-01,217,199,,59,,,,,,,,50,15,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),
Hawaii,2020,32,2020-08-08,231,208,,45,,11,,,,,,56,20,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,33,2020-08-15,223,209,,40,10,,,,,,,49,15,13,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
Hawaii,2020,34,2020-08-22,242,224,0,46,,13,,,,,,54,19,14,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,35,2020-08-29,255,231,,49,,18,,,,,,48,10,35,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,36,2020-09-05,235,218,,44,,10,,,,,,48,20,31,28,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,37,2020-09-12,274,256,0,62,,18,,,,,,47,23,34,31,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,38,2020-09-19,242,225,,48,,11,,,,,,44,12,32,29,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,39,2020-09-26,242,226,,48,,11,,,,,,44,15,26,24,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,40,2020-10-03,214,197,,38,,,,,,,,42,10,20,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,41,2020-10-10,231,214,,42,,,,,,,0,51,13,20,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,42,2020-10-17,237,221,,49,,14,,,,,,42,20,18,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,43,2020-10-24,237,213,,54,,13,,,,,,46,11,14,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,44,2020-10-31,238,217,,53,,,,,,,,45,13,11,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,45,2020-11-07,236,224,,44,,,,,,,,65,20,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,46,2020-11-14,249,226,0,58,,15,,,,,,50,18,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,47,2020-11-21,224,217,,52,,12,,,,,,47,15,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,48,2020-11-28,216,194,,40,,10,,,0,,,49,17,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,49,2020-12-05,237,216,,46,,11,,,,,,62,11,13,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,50,2020-12-12,212,200,,35,,12,,,,,,54,21,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,51,2020-12-19,249,234,,51,,,,10,,,,62,24,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,52,2020-12-26,198,174,,34,,,,,,,,45,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,53,2021-01-02,225,199,,54,,,,,,,,42,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2021,1,2021-01-09,215,192,,49,,,,,,,,37,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2021,2,2021-01-16,246,229,,53,,,,,,,,35,17,12,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2021,3,2021-01-23,205,195,,41,10,,,,,,,47,11,14,13,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2021,4,2021-01-30,225,208,,43,,,,15,,,,48,15,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2021,5,2021-02-06,237,223,,38,12,11,,,,,12,56,23,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
